ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
LINC02195	0.181083085	0.218407075	5.144709	0.6777544	0.549212	0.493434921	0.1857339	0.37357178	0.142393707	0.1231608	0.6846645	0.6200602	0	3.154953	0.7127701	1.668416	0.8199401	0.3036621	4.938991	1.232131	4.317919	2.310681	1.162317	0.2570128	2.132314	0.2661275	0.6422735	0.752915203	1.330843	0.1424315	0.1637254	2.608439	0.3352873	1.5270867	1.186297186	0.788658245	3.492332	0.1893637	0.3237178	0.4176136	0.401725106	3.064946	0.05195067	2.145375	1.454399	0.1187351	0.55997511	0.625628697	1.163337	0.811594	4.023358728	1.239426237	1.682021228	4.642777	2.257945123	0.2162243	1.24573	0.0551756	2.330894038	0.5475244	3.523727726	1.327412	0.3294867	3.059461	3.626417	0.5303538	0.300890718	0.7088477	0.49499	7.833301	3.182596	0.3918696	1.223173514	0.1339993	0.1534589	0.3838881	0.9823922	0.6486878	1.119199	6.843636699	0.7028691	0.344708776	0.8115499	0.302518291	0.7294099	4.196296	1.250316	2.072112958	0.759464959	0.3967145	1.735479	0.1272664	1.390005	0	5.435634	0.720363	2.140258249	0.1696104	1.396777951	0.362220504	2.334775	1.790317	2.165542394	2.834656	0.3671754	0.9799656	0.2947804	1.383742628	0.1890695	0.0538066	1.429958653	2.016494	0.7279154	0.127967	1.191827	1.245229	0.9003978	0.4481003	0.0755551	1.630903	0.5608007	0.06289862	0.6381789	1.104207	2.851026	0.5952676	0.9298604	0.474245608	1.364062	1.108093484	1.213385	0.227637264	2.420356573	1.917116	0.990099629	1.189503	0.920367712	0.9439493	0.720381221	13.022613235	1.182934373	1.760568005	0.107831391	0.668743805	1.661076	0.2811383	1.249044
AC106900.2	0.335889129	2.498246227	0.6906022	0.5028639	1.426219	0.130752471	1.320644	0.84142035	0.792373814	0.9137991	0.7760971	0.9967908	1.603259	1.811361	1.101758	0.06189456	0.3983305	1.577127	0.8424168	0.17141	6.748545	0.2296102	2.042498	1.032916	0.618001	2.283071	0.9927887	0.741930241	1.14612	1.023754	1.21477	0.5498143	0.4146139	2.401532862	0.586786747	0.626945987	0.366673	0.7024976	1.200921	1.161941	1.241926196	0.6718798	0.2409069	1.413746	2.580456	1.321443	0.613772546	0.446335445	0.4795247	0.5914139	0.518255988	0.723758889	5.294483798	1.060879	0.161086112	0.7018763	1.045313	1.483997	0.288236739	0.6982232	0.988019028	4.341251	2.037205	0.6598793	0.6440364	0.9017687	1.209257963	2.563927	1.836304	2.166741	0.8285422	1.45375	0.945354924	1.367047	1.613013	0.2373567	0.6338188	0.7620547	0.6487471	0.295213732	1.238557	1.198868849	0.4233756	0.771564789	1.522097	0.1365555	1.490913	0.366051501	0.503115588	0.5518962	1.058922	0.5901626	6.316849	0.919638	1.951452	0.8351211	1.48872853	0.8651734	2.526097158	0.911835843	0.08838266	1.328336	0.608612431	2.12015	2.724279	0.3826796	0.0546785	1.684390179	0	1.147761	0.994655782	1.168867	0.6751014	0.1186823	0.3684511	0.8799096	0.3653428	1.754706	1.401464	0.4481695	0.9824331	0.35001	0.5918757	1.417972	2.41086	0.2760389	1.951734	1.143575214	0.6852581	0.753643392	0.4146016	0.844483981	0.240508618	0.5334058	0.667827453	0.4064414	0.459625516	1.07749	2.806078017	2.832025278	0.31345895	1.55507584	2.350180055	0.902142488	0.7531609	0.4842319	3.024761
C10orf91	0.217477234	1.038718354	0.3316983	0.3809379	0.3245197	0.345404445	0.7762586	0.307647348	0.636164826	0.204121	0.3289074	0.08936162	0.4741579	0.5629425	0.1369637	0.2885379	0.09003264	0.4813937	0.08181561	0.6215012	0.1728579	0.1308253	1.102042	0.2284138	0.115239	0.6328354	0.08227817	0.142417232	1.246687	0.1693468	1.356754	0.1139158	3.930093	0.67937783	0.102579815	0.592653475	0.2184161	0.3638754	0.4851958	0.361113	0.868435156	0.1766851	0.3518894	0.1220473	0.1093589	0.08555909	0.330145753	0.436949274	0.1490287	0.1503836	0.322131663	0.291089648	0.176297412	0.6109229	0.175220628	2.072255	0.1196878	0.5804797	0.3135281	0.6805809	0.153530408	1.751937	2.967803	0.6767645	0.1890366	0.6751612	0.130090987	0.09194172	0.2649653	0.1188334	0.6115576	1.197277	0.411322074	0.5117591	1.00997	0.2858461	0.3878062	0.1620448	0.1612963	0.30582599	0.607775	1.583505939	0.2119876	0.490480023	4.055912	0.1485376	0.4805135	0.23463632	0.672349861	0.6098514	0.6252828	0.4035092	0.5408755	3.686937	0.2021602	1.46209	0.289170922	0.6233181	0.201300352	0.536938629	0.1098718	3.315508	0.160775117	0.3162766	0.9449367	0.7581839	0.3398644	1.05942795	0.1226172	1.34928	0.240429323	0.2996939	0.3846533	0.7745768	0.3721537	0.1281854	0.09732241	0.8036518	0.2286653	0.104463	0.1526624	2.311524	0.5685593	0.2693065	0.1087632	0.120104	1.114393	0.109355458	0.1228658	0.202281379	0.4785919	0.339000984	1.59458786	0.0621653	0.376184913	0.1082705	0.153047572	2.218494	0.145347505	0.051773472	0.219190781	0.640363461	0.031080813	0.113901017	0.6702931	4.26586	1.74009
LINC02577	2.164408098	1.317348603	0.7360668	0.3937941	0.6838015	0.918608095	1.88597	0.496126949	0.283661772	0.2249024	6.617521	0.4391889	1.221959	0.2306981	0.9367433	0.354522	0.6514148	0.3427901	0.02827281	0.7261292	0.0398227	0.787732	0.03554413	1.727979	0.1272119	2.142694	0.02369388	0.144519544	0.6509558	4.291522	1.895785	0.2919614	0.05102198	0.016533161	0.800867823	0.958547077	0.8149382	0.518692	1.300501	0.3726335	1.061475231	0.3607892	0.8322374	0.5248515	0.04723859	4.922812	0.295782756	2.260937275	0.890512	0.3753221	1.066799663	0.411509106	0.059230356	0.5585055	0.230668763	3.060044	1.930143	1.77696	0.051592912	1.459975	1.938552297	0.3247422	12.94505	0.0118115	0.4483082	0.00733691	0.969867116	3.506695	0.1173889	2.509524	0.6302956	0.4553741	2.622812773	1.101125	0.2887211	0.4832741	0.6417035	1.460958	0.3599796	1.611673612	0.3792159	0.396994148	0.4168014	1.067184089	0.03027195	1.863759	1.013102	0.888633423	1.157208466	1.048236	0.1175158	1.362706	0.1038383	0.2524028	0.5457812	0.01494824	1.37678668	0.3871541	0.115938091	0.846135644	0.2847609	0.06315643	0.94776523	1.358596	0.370078	0.2483041	0.6655278	0.430710403	0.2824833	0.6520595	1.157249147	0.2929096	0.07384649	2.007514	0.6759965	0.3100768	1.961835	1.186078	0.7243435	0.6217055	0.2896362	0.02610417	0.6452876	0.3877648	2.519588	1.259944	0.04874658	2.283127078	0.4717604	0.036790456	0.5671885	0.346404531	2.331865275	0.3978205	0.672399676	0.1974669	0.011752947	0.03616224	2.320026161	0.14163889	0.229105867	0.730670516	2.895464632	0.90831893	0.5943982	0.01000097	0.2131109
SNHG1	2.957690387	14.941695518	16.70149	11.04523	17.39783	3.111950591	7.656827	4.382008916	4.592083318	8.681167	5.377059	1.559593	7.49892	17.80415	22.67941	14.81468	5.647894	5.761624	19.14773	22.24016	25.68679	2.880968	13.27831	7.557516	20.72247	12.7434	8.418069	4.339034678	16.01636	9.638128	6.497494	1.843761	8.511977	10.409708176	15.389521341	14.890648769	6.849509	9.822311	9.172693	19.8665	32.063353517	6.987864	3.261274	6.92927	37.95417	14.13146	3.873147622	8.675389729	6.394428	6.171226	3.761633315	9.396159088	14.650145976	28.39356	1.848973495	8.631701	2.767404	3.683985	12.844492132	3.091086	7.729344809	12.46287	9.241592	26.77704	9.08342	9.776386	9.648530302	17.26135	7.001816	7.411582	5.458719	37.03518	18.582239702	31.18834	12.62457	8.8143	2.016026	2.460938	4.478808	3.978180572	10.20014	12.172253317	2.509193	18.310209497	10.29126	2.823638	4.240954	7.225362996	15.630298411	12.06916	5.033384	17.53267	18.56167	13.18952	12.02304	14.04017	12.753084349	14.61047	3.40570611	3.993683576	2.644338	44.26565	12.091521591	15.53174	1.551991	3.681915	2.921151	15.184005695	10.52235	9.686908	6.720443991	8.834138	1.475082	6.45736	8.479019	4.706409	3.572375	10.45623	4.503555	3.574438	1.868042	12.0278	2.919997	6.735009	14.46624	6.85404	4.478168	16.571020345	3.60799	12.050487141	6.533444	14.076419282	9.817716337	5.833652	7.299073132	7.081112	3.336078491	23.12107	5.15947157	12.105564169	2.455943088	9.449694084	1.012857151	6.923916577	5.212371	14.53027	11.23253
FLJ20021	2.066639359	6.014764967	3.224611	2.976286	2.473123	3.384089119	9.054882	4.428953534	3.153029262	3.047997	7.417487	1.953739	5.022147	5.339458	5.039916	2.632634	4.199339	4.723752	3.359204	3.645391	7.617999	5.65093	3.75643	3.028847	1.884668	6.11571	2.284	5.674026152	12.31114	4.174233	12.03382	2.618044	6.675613	2.816832021	5.238928635	5.220118942	9.024178	3.359169	6.770537	7.149123	4.65950272	3.504831	6.998742	3.718889	3.271076	6.031591	3.088046859	4.817767397	2.982461	3.257677	4.034393256	3.997541838	8.327263209	9.841051	1.97146971	8.972213	4.922998	6.180645	5.782977614	5.195938	6.709293768	3.613991	11.19921	5.004475	6.862747	4.671141	6.140075012	6.304797	4.447391	15.24075	8.186967	5.8334	17.41164273	4.687601	4.454582	3.785914	5.213761	3.138335	2.238752	6.436282168	10.30602	3.640059221	3.888505	2.392383571	5.202816	3.287704	32.74878	2.093096381	4.966324026	5.388789	4.928944	3.765312	5.741952	6.051916	14.09492	9.539338	4.231412472	4.165974	11.851749315	2.233845944	6.206365	3.731111	8.254479433	3.845363	3.708936	8.061702	3.049745	9.623360718	2.955229	6.24756	3.281664605	5.839376	3.34104	1.80968	5.766027	4.148662	2.32465	4.687848	4.512935	2.899841	4.80017	9.105651	2.569312	1.880807	9.611545	1.528557	4.079739	3.494529791	2.39013	5.360928225	1.901319	2.230845182	3.377776103	2.978689	2.947739656	6.593539	4.189241387	4.566803	3.780086471	3.676571908	2.054412607	6.739186895	3.992900846	5.045360336	5.604765	5.037002	23.4483
LINC01816	0.402102923	1.066961451	0.931962	0.361196	0.4390378	0.438277543	0.6323932	0.474018573	0.758859514	0.5743165	1.131799	0.1101497	0.5696013	3.969902	0.3693054	0.5631283	0.6069043	0.5394359	0.1008482	0.32832	0.07102317	0.7696451	0.3531863	0.3614485	0.5622689	0.6204951	0.126773	0.334376238	0.6965817	0.3953441	0.9088988	0.1930718	0.7197028	0.324352974	0.280983986	0.97569653	0.4096915	0.280327	0.3737913	1.112795	0.356819279	0.2969824	0.6921525	0.2507316	0.1965817	0.5536785	0.791285894	0.320592907	0.3252969	0.5663994	0.694870113	0.591213388	0.588545742	0.5378864	0.84850041	1.824515	0.5795843	0.3185516	0.690113643	0.7598763	0.436721402	2.202925	0.6828636	0.5371737	0.5825297	0.5103253	0.601326918	0.5036888	0.7222966	0.6103224	0.6943109	0.7657439	2.489767841	2.410166	1.272179	0.3693908	0.1896909	0.422529	0.1553269	0.565454701	1.560752	1.186433453	0.2252603	0.638167361	0.5129007	0.2942545	1.084111	0.46012176	0.819120817	0.7928298	0.8113066	1.158662	0.4938507	0.1467902	0.8565851	0.3732394	0.653473865	0.3766273	0.868449856	0.298749842	0.9099276	0.9143596	0.582870515	0.5279239	1.793724	1.076575	2.199364	0.998614865	0.3358697	1.266487	0.687978597	0.6156854	0.5028701	1.534444	0.4116783	0.3950123	0.2499216	0.4643457	0.5033202	0.2950844	0.5811318	1.368758	0.5926072	0.6224153	1.862008	0.1586181	1.977857	0.884589844	0.782481	0.295268415	0.5955983	0.471779948	0.499061438	0.106426	0.599607164	0.1390181	0.408743364	0.6449479	0.319927612	0.279201355	0.850569126	1.11697668	0.35916649	0.323994527	0.5081923	0.4280777	1.47923
LINC00839	1.306091775	5.870729841	0.1873521	0.08526307	2.584046	2.128294398	0.0545201	0.040282451	0.035826915	0.2711436	3.043344	0.005200334	0.03507619	0.4158003	0.8966813	3.744449	0.07859075	2.039954	6.406193	0.2635083	25.1081	0.9758843	11.2745	0.1454976	0.3185469	1.372657	0.7361731	1.687172787	0.5740221	0.2374162	2.059704	1.357338	0.3374393	5.095118765	0.258680807	0.049607515	0.08289498	0.6193823	0.1384631	0.1182077	0.134767858	0.3154724	5.025811	12.92646	117.934	0.3883658	1.197584766	0.423799039	0.547459	0.3500585	0.407730192	0.207896913	34.52321254	0.313198	0.666436059	0.5984333	1.373128	0.319296	0.332329437	1.420647	0.329892532	3.313462	0.1243505	12.82659	0.2038392	0.2223991	1.362698911	0.2140192	0.7739382	0.4667908	0.1756043	0.5225598	0.461634163	0.3034336	0.3925449	0.7485571	0.9833243	1.572284	3.018354	0.547267561	0.02652677	1.273851589	0.2871418	2.169277499	2.064633	0.7964863	0.9961865	0.136544885	3.773926647	0.1580408	2.436072	0.4562965	0.1049195	0.1995894	0.09926351	2.597869	0.067312358	0.3200607	0.465652418	0.462191503	0.5274974	16.36267	0.346729393	1.990093	0.2375564	0.1167934	0.3263396	0.739831585	2.29529	6.295165	0.059964034	0.1189123	0.29507	0.1448869	3.007021	0.07459653	1.302629	1.465673	0.2756452	0.364749	0.5408835	0.229471	0.4014219	0.1602828	4.472771	0.1797265	0.8065366	1.849496993	0.4433054	0.613363171	0.02410209	0.009545765	0.141368709	0.9405927	0.124556821	0.9923641	0.988620516	1.059624	3.498149014	5.942983197	0.630695862	4.798809667	2.550302362	0.711276816	0.1903923	4.506874	9.820788
KCNMB2-AS1	0.451262046	2.202411261	0.306002	0.8130648	9.997477	1.20105153	0.6027841	0.630940866	0.210432805	0.8029854	2.195569	0.646828	0	2.246341	1.156618	0.9862502	2.3963	0.9819903	1.144935	0.2784863	0.01390223	0.1721737	0.03190774	0.5883479	0.6024322	2.394439	5.446854	0.441797818	4.321895	0.4147864	0.9820621	0.2679816	1.603074	0	2.200016543	0.803116202	0	0.03292309	1.148155	0.2722762	0.721727305	1.356413	2.953539	1.266232	2.033907	1.981773	0.867372876	0.610801215	0.5318678	0.4737098	0.252599991	0.007981061	3.580161522	0.3509568	0.452965382	1.315759	0.8972791	1.832247	0.405253014	0.5354634	0	1.821994	2.234118	1.830804	1.462211	2.627933	1.76121604	5.989533	0.01229425	1.051299	0.7183598	8.870666	1.648137701	3.4946	4.722469	0.3448409	2.160995	0.9022553	0.3891715	0.47962775	0.9042945	2.224961626	0.917133	2.787604971	0.04227213	0.01279956	8.954065	0.008577641	1.122355372	1.425451	2.858524	1.382921	4.785037	0.4367419	1.112718	5.197604	1.686117851	1.99049	0.607115194	0.971633475	0.1822533	5.649503	0.764418653	1.939555	0.3283082	1.318191	0.9737688	3.954529402	4.404839	1.421945	0.673332098	0.01095596	0.1124947	0.4820519	1.093624	0.06185645	0.7925071	1.869779	0.4334924	0.2205399	0.9533501	1.268536	0.6758157	1.809034	2.33263	0.9417971	22.77804	0.956456075	0.7213555	1.027492953	1.809823	0.171501995	2.073977926	0.5999632	0.046947362	0.01088468	2.424867267	2.651114	4.358583291	2.092370852	0.244841532	0.029151924	2.549692679	1.733463324	0.9369871	1.012497	4.415603
AC011468.1	0.184034069	0.475642074	0.9729817	1.357919	1.076456	1.013186372	0.7011112	0.023244466	0.465152776	0.8582943	0.8614939	0.7021837	0.1214416	1.832209	1.70748	0.8720256	0.3231171	0.9522842	0.2472649	0.5098283	2.612074	0.3234953	0.2131595	0.5970311	1.770413	0.6954797	0.8703202	0.266448325	0.6003581	0.992589	1.069673	0.6197018	0.5354662	0.751887326	1.171182881	0.51525672	0.2296007	0.9622483	0.3947918	1.364205	0.29162267	0.6796131	0.3620385	0.7131177	0.7160981	0.8791672	0.354764029	1.00613928	0.5066977	1.060483	0.292066041	0.83974953	0.86581618	1.553274	0.567381082	0.3531663	0.7751208	0.6728971	0.744504822	0.4173353	1.177853795	0.9128865	1.076323	0.8987067	1.142621	0.3849976	0.939224803	1.111473	1.170376	2.035131	0.3647887	1.092358	3.640526801	2.071927	0.6238389	1.058962	0.5767164	0.8476187	0.7616772	0.392816494	2.479722	0.356582078	0.4418438	0.856462894	0.3441734	0.4489136	4.408521	0.644657365	0.708833962	0.806359	1.372551	0.8591893	1.937358	1.554801	1.871105	0.8628348	0.4078381	1.034246	2.190147827	0.540915953	0.3943176	0.7018041	2.772477576	1.194823	0.2513112	1.347882	0.3851797	1.958764565	0.5352769	0.2109219	0.415217624	0.5214876	0.4931852	0.3158415	0.7498208	0.3615777	0.6372815	0.5421461	0.4607182	0.499875	0.3799598	0.4931252	0.4548475	1.646306	2.373991	0.4148354	0.5968508	0.578368866	0.5941246	2.445357118	0.556312	0.826238956	1.65659961	0.6888837	0.470447339	3.026763	0.740070037	0.664153	0.125506417	1.72118033	0.515233638	0.474701299	3.123276322	0.529591053	0.5787927	0.5947637	1.934322
LINC01770	0.250239375	0.125757305	0.1403189	0.2341478	0.2846093	0.803643715	0.2566664	0.147497201	0.22137118	0.3616674	0.3153801	0.05712423	0.500893	0.7266401	1.846837	0.3227827	1.780551	0.08392634	0.8825702	0.3831043	0.7458684	0.3991422	0.8031053	0.1035903	0.2992693	4.597031	0.1972356	0.048771387	1.313641	0.8488145	0.8767295	0.3003843	3.069593	0.779888553	0.191257314	0.467078444	0.295938	0.4797511	0.4249794	0.4328264	0.346965867	0.1925209	1.130705	0.7216709	0.2403068	0.389691	0.545199567	0.532036047	0.1935097	0.8211309	0.154441502	0.126871676	1.179804656	0.488164	0.210017674	0.2801261	0.2869131	0.4002986	0.161053548	0.2600902	0.169864611	0.2172262	4.382443	0.9340665	0.2665616	0.8855849	0.329176567	0.3673347	0.4641622	0.2373874	0.4050827	0.2436867	0.281717989	0.3703483	0.1943933	1.171513	0.2508556	0.149404	0.1691621	0.549839912	2.452526	0.312607518	0.3504637	0.653204887	0.1889952	0.305204	0.6993541	0.221577296	0.768389342	0.5710638	1.435803	0.4176909	1.536682	0.3654057	2.029323	5.723965	0.115532448	0.8203482	0.747957359	0.393292298	0.2798438	0.2164789	0.544103804	0.1579525	0.3805508	0.2138239	0.2647827	0.956099489	1.992229	0.4461333	0.411680223	0.2612437	0.4191287	0.2210476	0.8463696	0.08194222	0.4277154	0.2408122	0.5089981	0.2504167	0.5812294	0.2607595	0.180389	0.1467218	0.7821747	0.5141265	0.3550596	0.327680867	0.4712504	1.225022738	0.3530064	0.524287939	0.56740439	0.2980428	0.404247493	0.6921172	1.051729966	1.329532	0.970609997	0.589524029	0.31137168	0.173781096	0.149012591	0.420063409	0.4973469	0.4301317	2.613061
AC125807.2	1.454436252	1.047657842	1.438555	1.071716	2.596175	1.191320966	0.9220099	0.767980233	1.465350379	0.8449521	1.957158	0.9891319	3.167883	10.09962	2.365488	1.820236	3.266694	2.413569	2.075611	1.133953	1.465111	4.97809	1.847668	3.684191	0.6244026	0.6958014	0.2806215	2.244122255	0.2187142	2.1569	0.9246247	0.7373729	1.846752	3.266320209	1.554947307	1.399789834	0.5237316	0.792159	2.04213	1.275302	3.820389756	2.494362	2.972986	1.936641	1.629491	2.513304	0.715535019	2.415850931	2.000692	1.663606	2.113198376	1.348061206	1.462706617	0.6699174	2.041699996	1.723118	2.962951	0.858629	1.079083216	2.754255	2.75616691	2.191941	2.425862	1.904899	2.259402	1.649168	1.08668301	0.3024605	2.218581	0.3679302	1.471508	0.2098298	1.807957665	2.034814	1.412311	3.704291	2.98036	2.652125	1.796682	1.34932446	0.3234318	1.171632169	1.014235	2.372840178	1.662967	2.439113	0.1195521	2.794463093	2.151313092	1.659563	0.408851	1.804799	0.3139971	2.8428	2.009808	1.371129	1.11356315	1.717052	0.280468561	1.688438206	4.329367	4.576007	2.415744504	1.384723	1.162966	0.2330218	1.790526	1.59909102	3.337718	6.658085	1.420700952	1.861089	1.190959	3.083444	1.418163	1.418867	3.305195	1.462128	1.893242	1.986106	3.404276	2.20496	1.689175	5.049131	1.845115	1.912445	1.838468	2.340997245	2.57256	2.799812302	1.089985	1.923580223	5.944820028	2.229507	2.470049347	1.74946	1.196506231	1.555216	1.012551772	2.389476884	1.76733223	2.048150826	2.065980706	0.630716721	1.4546	5.53428	0.7024835
