ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
AC093484.4	0.291877341	1.196928247	1.571203	1.573104	1.380979	0.13634386	1.077746	0.670954579	0.481983962	0.3573285	0.2574999	0.3997757	0.7010854	0.4358816	1.608422	2.646196	0.3020832	0.5873464	0.5490258	2.74068	0.6959803	0.1596194	0.7691096	0.4556904	2.835486	0.3860599	0.2760649	0.182037064	1.838665	0.2410559	1.345888	0.152887	0.5944732	0.385266152	1.223759202	1.797829487	1.401961	2.74702	0.8139798	2.625196	1.165531394	0.5928251	0.2512088	0.6006011	2.690804	0.9186345	0.147696784	1.023928749	0.5000307	0.7848968	0	2.308521968	0.34505579	3.904395	0.083987331	0.6273349	0.6310605	0.2668031	0.751406631	1.125217	0.63401221	0.7432218	1.115269	0.5504783	0.6715774	0.3419386	1.551962649	1.371061	0.6838678	0	0.5939816	3.865587	2.563031344	1.425506	2.572456	1.485041	0.123923	0.2091165	0.1352979	0.051306334	0.1359497	1.083451432	0.1962135	1.901685702	0.5878468	0.4271852	0.05758033	0.524844401	0.891871679	0.8952177	0.1325045	1.5385	0.5377125	0.3196549	0.3391503	0.8708335	1.164293447	0.4100777	0.405249392	0.250218111	0.1382433	1.298568	1.015421793	1.149624	0.1014564	0.1496416	0.5701673	2.760088606	0.6399755	0.5724032	0.403351824	0.5484829	0	0.6187878	1.536829	0.4587686	0.1088474	0.9630226	0.2922789	0.350501	0.06026148	4.623049	0.2805391	0.4928695	1.540812	0.1727059	0.2839809	0.825561763	0.2748315	1.21452878	0.4940929	2.568407282	0.585184895	0.6025672	0.609337631	1.029282	0.068468651	2.036465	0.209005341	0.694854499	0.163431723	0.648630318	0.156426458	0.470360475	0.1784928	0.3495733	0.4026523
AL512329.2	0.388601657	0.156232798	0.2542213	0	0.7071606	0.037818005	1.561114	0.057262828	0.229181112	0.3634144	0.08162667	0.8649161	0.02991718	0.161202	1.529594	0.1432159	0.1466316	0.3584099	0.639595	0.3305168	1.887557	0.3984659	5.743491	0.0689432	0.07149866	0.4640233	0.2680046	0.504920323	0.02549973	0.4011733	0.7466238	0.5724891	0.1199203	0.106862144	0.169718429	0.06044461	0.07070276	0.1693216	0.2084081	0.05601205	0.538810133	0.1195878	0.1950994	1.120697	0.7802796	0.09555139	1.174387083	0.206552316	0.4854312	0.4354172	0.239835253	0.221649218	0.082036205	1.010773	0.046591512	0.2900088	0.8592808	0.118406	0.500206458	0.4038992	0.351714803	0.8620781	0.3829982	2.595686	1.324636	0.3793772	0.376662468	4.791707	0.5311207	2.211862	2.606109	0.04204732	0.164057032	2.62399	0.2195471	0.3775834	1.351997	0.2320124	0.07505578	0.085385724	0.7918821	4.854543754	0.4626057	1.988174496	1.402251	0.1579858	7.634227	0.105874385	0.931314695	0.106418	0.1470123	0	0.298293	0.9575647	0.1881418	0.06441202	0	0.8189581	0.224809882	1.277025573	0.6902073	0.1920997	0.3520623	1.618897	0.1969883	0.9131412	0.06325943	0.510381348	1.318656	0.02886705	0	0.03380754	0.2169578	0.3661538	0.1065684	0.1272497	0.4528689	0.2404042	1.033643	0.1944385	0.5014459	0.06748976	0.8092633	0.04556945	0.4048848	0.1916153	0.367586	0.050886208	0.1829535	0.713385732	0.2740953	0	0.139126336	0.1028526	0.144868592	0.03358758	0.189913045	0.1558232	2.125650427	4.240134025	0.030220951	0.044978015	0.520660327	0.521859797	0.5148932	0.08618839	2.494289
FGD5-AS1	11.288912208	12.798118262	8.773747	14.20566	25.83619	16.778133671	8.027862	9.65068926	11.214524301	10.55722	16.67076	7.328384	8.422568	17.23387	18.26267	10.74906	14.41663	16.8914	36.08389	16.42852	15.11501	14.97529	29.65424	16.26789	14.15367	15.54232	35.16995	17.086578521	29.99027	22.27177	6.018082	15.82242	16.41307	29.624521827	7.563170544	12.088097387	14.20377	11.82684	9.689804	10.03213	24.898187691	16.23984	34.25002	47.7864	36.7907	19.95089	5.101655911	15.497260755	18.71602	14.09716	11.699575891	12.09140424	15.954898622	21.58661	13.952863957	12.35222	15.95486	10.24008	14.949521219	19.70976	12.034493314	5.003885	12.15505	34.27384	17.03872	39.03418	8.255406852	22.36323	17.31722	1.078787	11.19427	17.36116	13.655155346	28.65812	10.93264	18.07364	15.74893	14.15148	21.39495	17.846564765	5.191259	11.88786762	13.87177	19.951349534	13.32193	14.84838	10.8554	16.656056685	8.94883882	10.28589	17.91766	14.93079	3.353079	11.9163	17.7228	28.01947	10.673005091	13.00331	3.169332998	9.742891483	23.57254	18.60085	13.438556275	7.445228	15.47847	6.776518	15.53255	10.109061084	31.33034	9.091921	10.79491979	13.23685	18.35181	13.90703	15.31598	7.175782	19.17921	9.126249	14.81674	16.80692	11.36801	12.32212	9.444224	14.45225	10.42623	10.0346	17.82071	13.652062388	11.48612	21.248788564	11.45706	13.512895785	15.844585284	21.61816	25.379607046	13.51303	17.39474692	9.265542	14.58314977	23.368291306	17.781133585	31.104168708	11.303760192	18.114057662	18.06048	14.74193	4.739437
LINC00265	0.381698727	0.70086585	1.239476	0.9339304	1.591357	0.432448583	0.6427647	0.549024594	0.37630337	0.749759	0.5887602	0.2184841	0.6842053	1.659009	1.580908	0.7054589	0.2763843	0.596133	0.4983004	1.337346	0.3396116	0.8022475	0.8602935	0.707507	0.9182126	0.7598088	0.8554025	0.457459434	0.2063554	1.142652	0.355413	0.6117442	0.8491433	1.435028811	0.529968271	0.882588328	0.9577444	0.6017086	0.2933101	1.251433	0.859420902	0.5943303	0.5099338	1.273523	1.092184	0.7564358	0.331523569	1.067407994	0.7563867	1.548412	0.42192526	0.428925035	0.82262693	0.647766	0.663917831	0.4336633	0.7950276	0.7290618	0.454655287	0.7622278	0.997729648	0.5341046	0.7722575	0.9065661	0.8738771	3.3454	0.43071323	0.4415564	0.9677333	0.1037646	0.3952366	0.5251933	0.875462392	0.7967689	0.97524	2.451708	0.2862231	0.3224489	1.095935	0.440625054	0.3781278	0.784890263	0.947872	0.956501652	1.81287	0.3613132	0.01123879	1.038384696	1.45919672	0.5179576	0.2586284	2.46239	0.1574298	0.879723	0.4964769	2.283308	0.656506182	1.448739	0.540505985	0.742348539	0.2653324	1.546109	0.650326317	1.078792	0.5297227	0.04381159	0.36725	2.016144105	1.177754	0.8684023	0.764786875	0.4698543	0.709922	0.7206412	0.8061569	0.3413887	0.934795	0.3571376	1.048263	0.6556187	0.4646034	0.6352054	0.372347	1.843844	0.7281139	0.3146223	1.108574	2.0858281	0.3218572	1.715179308	0.910146	1.589880034	1.085081205	1.642042	0.543695159	0.7208767	0.788477507	0.8429459	0.747901402	1.763123584	1.121793944	0.648838546	0.569931305	0.487725308	0.95459	0.7922414	0.4584506
LINC01315	0.154070691	0.337867298	0.2670342	0.5032608	0.5989749	0.343496133	0.08619697	0.061917975	0.330416337	0.114315	0.1323937	0.07673673	0.1293971	1.429316	2.012296	0.2632595	0.407705	1.817946	9.010436	0.128659	17.18155	0.1723436	10.63221	0.1987944	0.3092444	0.2933283	0.1821549	0.251145057	0.4521925	0.1322016	0.49389	0.5594191	0.4668088	9.629119833	0.073406235	0.366007141	0.1070307	0.175763	0.1502337	0.2664883	0.264117611	0.1422406	2.097544	5.476041	12.54563	0.1102071	0.224440049	0.323848599	0.1899617	0.2824885	0.726131041	0.479336114	17.185171184	0.06245388	0.060454969	0.3637585	0.3441243	0.1280318	1.406263144	0.476437	0.228184347	0.9240544	0.1656535	17.18691	0.1432322	1.271677	0.023273315	0.1973808	1.98543	0.1594449	0.3627733	1.072987	0.61496569	0.917266	0.7477943	0.1336185	0.1486685	0.2207689	0.4869444	0.344687856	0.146787	2.739577757	0.247164	0.280790458	0.2256738	0.3758241	3.757855	0.080136965	0.528688314	0.1227404	0.07418301	0.10336	10.19235	0.04601819	0.183093	0.1950154	0.186237942	0.3345354	0.081028555	0.432263143	0.2985269	3.956995	0.670002067	0.1273094	0.3286321	0.8258041	0.3693712	0.862927896	1.184557	0.4869349	2.046183929	0.01462236	1.18236	0.04949	0.307285	0.05503775	0.3917476	0.1848517	0.02629818	0.2102453	1.142257	1.69305	0.5384935	0.1084028	0.6031907	0.8702089	0.227125	0.044018377	0.4352186	0.874230661	1.807904	0.281716834	2.80814851	0.1445781	0.104430398	0.6101434	1.478533765	0.3201324	0.885949501	8.127658784	0.862692471	0.116722741	0.287748959	0.705355093	0.4710971	0.6244066	3.478001
SNHG16	4.163492548	7.336881011	4.175613	4.284718	10.35903	4.475699522	4.046381	6.73892279	5.367647898	4.696673	6.260896	4.444682	5.632017	8.089199	4.839579	5.002113	3.412492	4.905054	7.1966	6.046448	2.832264	4.402661	5.725655	4.211184	2.678093	4.680334	6.616703	4.311447027	10.1846	3.108204	4.672587	2.962278	5.414058	6.378087621	3.057115724	3.931965847	4.545072	5.624053	8.07249	3.039693	6.842962385	4.140187	7.198084	7.293156	6.247855	3.102147	3.960763896	3.219242263	4.365803	3.264388	4.056624096	5.101891175	2.358742325	6.349362	3.995052734	4.051665	4.56334	3.890528	3.518858833	3.985277	5.409796091	3.47823	5.064459	2.375824	3.046021	3.106655	4.242716242	6.723874	4.877526	3.104471	5.375905	4.017942	9.747064141	3.00134	11.11515	5.714721	3.423931	3.782036	4.08851	4.569765789	3.406805	3.945475446	8.145826	3.105946602	8.332032	4.161696	4.74663	3.903471278	6.802466171	2.976395	5.063343	6.789644	2.987603	4.595972	2.706372	5.707419	4.620694621	5.789116	1.600641887	4.925442258	6.413883	9.222468	3.281467516	3.675049	3.730234	1.450758	4.005165	3.907356795	3.208505	11.57671	5.047324684	9.463666	3.25503	6.642256	5.140725	3.667411	4.08529	5.312465	8.43041	5.156718	4.444919	7.787277	3.788628	7.614568	3.434499	4.540042	4.953548	2.787524055	4.041878	3.839847709	5.721599	3.540561824	4.512100765	5.100755	6.336825637	4.489936	5.182267282	3.479664	3.598332411	2.531126087	3.746473614	5.203558698	3.982018989	4.056749446	4.610534	7.222979	6.041937
HLA-DQB1-AS1	0.417934511	0.387751691	6.093154	0.866347	0.6727847	0.300351691	0.131898	0.966413953	0	0.2951844	0.2836231	0.08806652	0.3267042	0.4801015	1.455239	2.630295	4.450254	2.037837	1.360629	0.6234314	6.090108	3.428347	0.5213139	3.96973	0.9227472	0.1417418	0.07601788	0.62657685	0.2025196	0.1137904	0.1308024	2.126015	2.381026	0.141450375	1.179420101	1.320145324	5.580139	0.9749488	0.2413809	0.3892432	0.392264189	2.819629	0.9960977	1.533551	7.847292	1.391265	0.189793935	0.820222239	1.652275	2.099558	0.773816277	0.317839981	1.330215076	3.404557	1.110093422	0.1151629	0.6950812	0.029387	0.910399918	0.3645203	0.21822884	1.823292	0.08774373	1.553705	2.34241	1.600669	0.080128506	1.4724	3.879215	0.9515279	4.282302	0.04174263	1.900129146	1.141907	0.5721349	1.431235	0.6824747	0.9673909	2.57066	0.113022649	0.07487084	0.436037867	1.215671	0.080561936	0.06474834	2.587876	0	2.391188323	1.242385613	0.352156	10.89738	0.1016748	1.55469	0	6.163689	0.351699	0.676827592	0.09033596	1.153100928	0.468524348	2.233263	0.5006076	0.873777811	1.168848	0.2514353	0.384586	0	0.276372509	0.3021002	0.2579208	1.459749458	1.946629	0.3015398	0.5679695	0.6700426	0.5368923	1.948211	0.1856261	0.2213272	2.155496	0.9956244	0.03350035	0.4016995	0.1357177	2.813656	2.472949	0.2345929	1.818628811	0.5448833	1.534468586	1.462586	0.727449516	3.360875567	0.3063218	0.958792131	0.3334419	0.603317965	0.3480616	4.834384409	2.009035835	0.300019587	0.982345916	0.086147904	1.651374276	0.3735415	0.2139096	3.363217
AL359771.1	1.357884241	3.727327074	0	4.468887	14.22966	0.054681442	1.63289	1.904328969	0.883667543	1.146468	3.334202	3.174577	0.9949237	0.05827089	2.027351	3.520315	0.2120162	3.06226	0.04403795	6.977306	2.419098	0.3840973	0	0.2990571	4.186916	1.032209	0	0.912586864	0.1843516	1.823048	2.603623	1.011716	4.074758	0	1.34968693	1.485757222	0.5622642	1.566872	1.305804	3.239536	2.285275275	1.123936	0.9268877	0.04379533	0.04905279	0.4144762	0.75030486	1.829268726	0.6350433	3.28278	1.473816104	1.175111243	1.660637893	2.714189	0.943140058	0.8386535	4.831723	5.007731	0.723253665	2.973101	2.606308769	1.951024	4.685839	4.084287	5.207235	0	2.528593498	0.1099743	0.493684	2.345313	1.039503	0.7295598	1.106988167	8.471655	3.769664	2.77939	1.756067	0.7715791	3.635551	3.086502408	6.379233	2.406594777	1.967313	1.525362674	14.75852	0	0.3233006	1.913560779	2.398626798	3.436448	0	3.307246	0.2156525	1.333273	0.1360181	0.745072	0.518829094	5.460201	3.629779957	5.09784741	0.1848107	0.03471986	2.138012112	0.7093274	1.831033	1.36033	2.515355	5.299935073	0.07333304	1.377392	2.726919832	0.7821228	0.06274029	3.970691	3.081768	2.529885	0.8294231	2.703578	1.494556	1.030849	0.2416819	3.220277	2.115221	1.218953	2.536851	1.108234	1.708381	1.177230259	0.9258703	1.375322362	3.418236	0.647474855	6.705473354	0.1858945	4.957385384	0.8741632	0.054919445	0.7885722	0.279409075	0.348343944	0.393271058	0	3.847788196	0.613081991	0.8017578	2.180862	0
PSMA3-AS1	1.149702836	2.900460106	3.086419	2.611436	7.710554	1.941239181	1.25539	1.844513815	1.844852791	2.162587	2.07839	1.010441	0.8895443	5.413113	6.081009	2.952752	2.190786	2.354522	2.730294	4.358789	3.899602	1.729034	4.369496	1.560392	3.239104	2.658563	1.897318	1.196938535	1.980368	1.24059	2.377853	1.610627	2.887118	4.012578091	3.492891868	4.043776229	2.361104	2.211689	2.353313	3.554592	3.079277974	2.918918	1.457466	2.829507	5.660861	3.024835	0.993868387	3.968319106	1.793514	4.016454	1.299396258	2.801566866	3.709407961	4.488323	1.530068029	2.447473	2.252705	2.147849	3.588739975	1.822316	2.838807	1.707735	3.421165	6.408996	2.997438	3.963516	1.822807257	2.559659	3.218471	1.499652	2.109266	3.383671	6.006493506	6.149445	2.650952	2.739445	1.39999	1.546169	1.512766	1.726230653	1.704133	1.708108984	1.181466	3.622318653	1.8886	1.413918	1.975124	2.270961968	3.149283567	3.305865	3.542992	4.085544	1.781585	2.284775	2.38307	3.749407	3.253826615	2.68879	1.612902427	2.067722229	1.635509	2.310654	3.361760177	2.224267	1.502798	0.9332753	2.393271	4.152488549	2.903489	1.276805	2.37610723	1.885411	2.259429	2.100566	2.551218	1.317667	1.969567	2.430108	1.981769	1.665853	0.9148618	2.193905	1.542454	2.291942	2.778411	1.622769	2.63531	1.64099606	1.283284	5.675161577	2.926945	2.261256218	4.393981115	2.154795	2.750202507	3.11528	2.084537263	3.555562	2.687063762	4.654371588	1.732330671	7.185797877	1.142468416	2.39554355	2.352395	2.030389	1.905456
AC135050.6	2.793374254	7.559311541	5.107101	6.510208	6.535623	7.127393309	1.92613	2.864050314	2.768766525	8.764947	2.159652	1.671866	3.578189	4.586366	9.008622	8.434772	2.930527	3.141215	5.475152	6.612435	12.0653	4.075784	5.043506	2.781925	5.519583	5.795665	4.495914	2.086202541	4.65795	3.974233	5.189187	3.058548	7.758176	8.649802683	4.828668915	8.960033952	3.664386	5.547656	2.467449	7.917259	3.775472064	2.968973	6.6468	7.618592	7.156063	4.686737	1.385796989	4.454262435	2.798232	6.064411	1.868874965	6.96220911	4.995093345	3.427879	2.53295126	5.255451	3.552637	5.407209	6.707795066	2.874503	5.003329161	4.971971	5.766016	7.221751	7.59147	8.971818	3.978443933	2.618799	7.534848	2.351517	4.625	4.145109	6.778419892	12.94954	6.385596	6.941976	2.458353	1.648148	4.406847	2.785200982	9.375493	5.647000014	3.550531	4.794074579	5.413167	2.891599	4.561337	4.009922299	4.388019766	10.87659	7.6016	10.36867	6.594801	6.452631	7.875824	5.859619	3.303280527	5.210808	5.105999398	3.239861175	6.670787	5.134728	8.906431094	2.631455	1.958269	5.295252	6.419661	10.426116331	9.962914	2.00878	4.749978396	3.871948	4.151814	3.632841	5.793602	3.920166	2.801237	4.492067	3.599361	3.523555	2.665534	5.919459	3.023292	1.932361	6.815442	3.125155	4.225155	4.647606961	4.243747	8.762146627	4.420693	4.691856931	7.294685781	3.224483	4.410443804	3.919794	9.856587544	7.087688	2.661408399	6.07721951	3.417365965	10.824232919	4.3821479	5.981541808	3.05761	3.154997	9.741772
MIR200CHG	1.521097913	7.33847772	8.529385	10.07685	3.87524	2.07242667	4.316457	4.303546906	7.176642834	5.638304	0.6709712	7.361355	7.77573	16.53195	13.97029	7.90429	0.9183329	7.397208	1.382918	13.40312	9.806473	1.109127	1.336053	1.187399	2.238929	2.626678	13.60763	1.264897541	3.114173	2.45267	15.19699	1.560321	7.087973	1.952015173	6.576831598	18.17068597	8.136474	6.203556	2.664845	21.39852	6.524015726	1.029822	7.462194	3.936199	4.993014	1.994749	4.703790922	4.931879147	1.918213	5.599999	1.783689036	6.285268163	10.917846882	18.99098	1.458979926	10.262	2.690777	24.74957	10.311875226	3.391914	4.611985963	17.78173	4.889582	3.825038	1.944377	9.281191	12.047664335	6.787926	3.088738	36.13213	6.190986	6.912579	1.28433219	31.3478	11.42962	6.771786	6.924583	1.888979	2.937898	4.233505493	77.757	5.392968797	3.025052	4.955249601	20.883	0.9894423	24.10609	1.077498738	5.559283503	4.054423	40.97191	6.681484	19.96603	3.331717	6.259746	2.571696	2.134907604	1.852145	12.554240221	2.042923643	0.2401483	25.26495	7.662082726	7.604192	1.542137	14.60046	3.862802	9.00816451	1.429366	3.209026	5.305146602	8.892736	1.562592	2.973953	14.12712	8.816222	0.9926885	13.17415	5.299435	1.014784	1.360876	18.8092	5.99424	4.780365	10.636	0.9500471	16.27941	1.912158292	1.670975	5.274524986	3.486884	3.250660123	12.198597126	0.7246698	6.124216253	9.097818	3.984484216	5.18446	1.875872699	11.2407605	2.69709037	4.929590414	0.045289184	6.638802133	2.38752	3.441133	51.17749
LINC00346	1.382301269	0.843856609	0.4892087	1.122725	1.858239	1.121392883	2.071504	0.553470593	1.242882278	2.623945	4.423162	2.182335	4.883056	0.4335857	1.722594	0.8330524	5.735	1.661557	1.419948	6.5771	0.1763619	7.33867	1.380837	2.466461	0.6910662	4.258634	0.3281934	3.91305594	0.332339	4.192498	0.5109331	0.6324371	0.6110096	1.944225806	2.913386832	2.28666832	0.9523938	1.220391	0.5438458	0.5683278	0.728940305	1.446144	2.069784	1.60818	0.1157301	1.323332	0.797900542	2.953978352	1.287975	2.260675	2.087351474	0.967229463	0.181784722	0.8999115	1.026991456	1.476365	2.613945	1.23766	1.648033237	1.840324	1.572836037	0.7802885	2.455872	0.1502503	3.378218	3.691736	0.324760261	1.819561	5.110288	0.7545396	1.037595	0.154471	2.095111729	2.358088	0.1608318	4.293542	1.401072	1.24809	1.539524	1.560957333	2.09777	0.659183318	2.475454	0.670779383	0.5362589	1.35081	0.3911602	1.363658695	2.471867516	2.696329	2.893315	3.111556	0.3522381	1.088857	2.06944	1.656432	1.635235021	2.057497	1.291278298	0.789195512	6.556004	0.4809851	1.142491335	0.5020543	4.204261	0.4816555	2.063924	0.702114102	4.684699	1.701852	0.959030929	1.206517	1.104479	2.043755	0.6059007	1.544362	0.8186577	1.235989	3.167996	1.380446	2.707717	0.4457018	1.306824	0.64174	1.68813	1.642539	1.288408	2.777436626	2.768512	1.46986434	0.248742	1.011269005	1.257503694	2.444805	1.039076625	1.410196	1.046537587	0.7394202	2.609792257	1.003074875	0.882905208	1.219611355	2.008916879	0.63620665	0.7206039	0.7727377	1.10716
AC008556.1	2.08778145	3.976507637	5.073033	6.348964	14.30261	2.560056475	2.302008	2.11507552	7.562152855	13.88023	1.184067	4.045103	2.483302	0.5845941	1.626444	16.49475	7.140713	1.811791	2.110843	7.262686	0.161334	0.6779129	1.842615	1.444563	4.599957	14.05662	0.5759472	6.10359567	1.068589	2.016767	2.878678	1.6233	2.834821	3.473438763	9.141001335	3.125638192	4.862132	6.786276	4.861289	12.05215	4.496564253	5.236305	9.822955	2.066667	0.1275854	1.112268	3.147389514	5.936961557	1.676573	6.667006	3.124677129	2.447799312	0.190988863	1.522459	3.379254975	4.144511	2.855408	10.90984	3.359229644	3.30427	0.684981819	3.060855	7.91414	0.1333021	4.381201	4.751606	3.440183872	1.317831	2.629271	2.653945	2.172639	7.07071	0.558222815	7.695698	0.6118798	4.960813	1.772828	1.003431	3.609006	3.662266233	12.7025	4.427606801	2.024847	10.300080478	5.641485	1.20952	10.76865	2.922288716	1.805962999	5.193266	3.106668	4.071775	7.632354	1.88634	0.9728959	0.7613248	2.390479618	2.199946	6.220180868	2.505713604	0.9064422	0.5998877	6.667438682	3.228657	4.943909	9.261736	6.236512	9.547315406	0.9400648	5.994214	7.942754405	3.305715	1.934923	3.33191	3.702452	1.777504	1.184089	2.253095	2.722206	2.306892	1.436823	1.414109	3.269216	4.321145	2.984945	7.034662	7.405777	2.911589067	2.580183	5.227376695	1.748701	8.420347012	6.390809156	1.305471	1.193414206	1.903757	3.34664024	11.28083	4.474626765	0.944865873	4.521824626	1.510291181	0.613846048	2.444491057	1.787448	4.126945	3.50018
