ID	TCGA-CV-6959-11A-01R-1915-07	TCGA-CV-6961-11A-01R-1915-07	TCGA-HD-8635-11A-01R-2403-07	TCGA-CV-7255-11A-01R-2016-07	TCGA-HD-A6HZ-11A-11R-A31N-07	TCGA-CV-7406-11A-01R-2081-07	TCGA-CV-6939-11A-01R-1915-07	TCGA-H7-A6C4-11A-21R-A466-07	TCGA-CV-7103-11A-01R-2016-07	TCGA-CV-6933-11A-01R-1915-07	TCGA-CV-6943-11A-01R-1915-07	TCGA-CV-7438-11A-01R-2132-07	TCGA-CV-6956-11A-01R-2016-07	TCGA-CV-7238-11A-01R-2016-07	TCGA-CV-6934-11A-01R-1915-07	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
LAMP1	62.02752	52.5345	42.85608	48.89433	38.65988	20.2758	32.04803	31.1354	60.55474	40.56122	44.04805	49.85609	49.90912	39.31516	51.85856	61.46677	127.2411	58.11049	61.07301	40.9537	54.02971	66.48984	77.99624	90.2817	92.34662	93.40673	57.56402	80.89608	56.32187	90.70102	44.21211	89.40904	69.12834	55.48629	58.01371	67.92895	46.9474	50.54007	58.1624	43.01132	65.78064	35.71036	129.7879	16.22126	157.1912	69.77896	58.21448	48.50858	61.56382	92.1954	90.17666	67.00562	57.48699	49.37588	36.9683	40.14423	71.10949	36.96618	47.16048	44.26986	49.65236	75.1199	90.10729	79.58924	71.27433	57.32731	77.08391	42.7416	46.23101	68.93547	73.02125	72.64175	58.57197	56.83824	54.49535	51.10256	102.3096	114.2742	57.52407	103.145	86.71954	57.11204	60.98795	33.17132	90.41647	55.58785	33.25201	47.62256	64.71921	63.01223	101.6142	78.75427	88.01632	112.301	71.25106	67.11323	90.94991	78.69261	59.54542	81.01374	53.84424	73.64728	89.35649	61.5385	126.9175	92.4153	91.88478	59.48698	112.3499	79.50903	88.76418	79.94964	39.79939	66.04504	65.43372	42.15289	43.4615	45.75998	79.11406	68.26622	37.49833	152.0805	69.3186	60.1339	57.31717	54.02828	59.20485	61.98007	53.93688	91.54242	79.56882	88.71177	84.63685	64.80688	51.88677	55.80757	40.3387	84.49927	64.8364	74.20382	69.90589	72.18252	73.56484	47.93973	51.26717	63.77595	53.55739	39.65943	62.19693	60.30296	83.19097	80.70095	59.56472	52.87237	65.36475	66.98018	71.32402	65.47637	53.77059	114.1474	77.81344	208.7775
LAMP2	27.87274	37.47938	42.15208	28.36583	12.13893	24.436	33.02159	20.74666	33.22145	47.46451	36.61085	32.97904	40.86403	32.00285	28.48243	43.04226	39.85245	52.00929	71.33833	66.46616	54.17337	44.96792	43.14328	38.74253	44.17062	33.6032	40.49301	35.72637	123.7717	60.35213	39.25181	46.47128	47.99549	17.99517	34.76609	28.15425	31.51532	34.63625	46.91729	34.8916	38.33138	30.72344	52.33246	71.19432	128.3734	28.90207	49.79987	39.24129	46.83282	34.44375	40.19973	65.38501	34.21713	27.61499	14.88072	34.30366	50.28908	29.20925	51.08688	98.08221	55.21432	37.10776	60.00836	57.43675	51.29389	42.84071	51.73457	29.08381	24.82628	49.04058	46.64211	48.74487	95.23086	39.79088	68.277	33.48355	59.42311	39.17594	34.663	43.81298	41.30886	30.11161	57.52719	32.74566	10.86489	60.71296	54.89867	46.264	35.69576	52.56021	47.47902	52.51395	51.60029	63.82458	73.98897	25.4621	79.41256	87.72471	51.37087	43.2308	46.01417	37.26737	61.78841	37.86605	44.91094	26.99032	44.86775	26.43802	39.62971	31.55461	53.01055	57.1156	49.80228	34.25078	51.67719	39.24501	22.55527	34.06826	38.38903	76.85567	17.07903	66.02946	37.76211	42.12237	39.63087	79.93277	32.55051	47.18278	48.57675	57.90985	34.3238	42.22429	51.08976	62.73038	42.62606	32.27625	47.59582	55.26323	48.3602	28.5566	79.70084	46.2844	41.39448	36.74876	53.95858	65.65999	41.14105	61.08772	34.15859	36.86384	54.41192	37.8284	31.30312	45.45903	51.3707	45.45157	35.71857	48.66948	48.70793	61.15894	29.14986	35.54124
MAP1LC3A	6.522079	5.044168	3.030841	4.711806	23.78694	7.734517	7.607078	9.701125	5.85226	4.966317	6.022579	4.268923	2.865748	5.954158	13.09273	1.379808	3.619955	1.603899	0.6445976	2.785833	7.186451	2.004071	0.6678497	2.75607	3.472968	1.52955	2.627901	0.5675774	3.910565	6.144709	5.990846	3.700433	1.601102	43.80989	2.672647	93.5677	5.439017	57.34483	2.215678	8.705712	0.5328591	20.1355	10.02671	3.275369	7.57526	2.690877	5.282149	5.780947	17.3931	3.021893	3.816175	1.8471	6.877493	0.7345931	1.358785	1.497007	2.696495	12.75103	25.02953	11.20525	3.130239	5.682554	5.33191	1.948284	4.613926	2.349623	1.447639	18.40417	2.279115	5.404933	0.6043113	2.771431	7.503192	8.893379	8.085152	2.392838	2.657836	4.837956	24.66967	17.80506	9.070494	2.100258	2.377335	7.126508	3.966957	3.279372	17.44491	21.34479	2.19114	6.444055	13.71823	3.428022	4.928407	5.380588	2.089059	11.6105	3.472569	5.416474	1.842409	6.409865	4.299329	9.666176	1.934521	3.783532	4.07094	5.799116	5.829045	3.50215	6.397451	3.335299	9.605725	1.517737	1.839531	4.358233	1.441893	5.883316	5.87741	5.288607	3.158278	1.960492	1.643736	4.082424	15.42604	16.90938	2.998634	4.503518	2.565536	4.358955	3.686786	3.148668	2.137102	5.070486	2.450734	2.105337	9.423609	6.07184	3.515826	3.717255	2.827426	18.18892	3.28762	16.00522	7.058454	5.121037	4.646949	1.012301	0.8609391	2.45195	3.286788	1.051298	7.93902	11.83661	7.111887	3.293475	7.642611	7.011672	3.357269	11.07426	4.99084	5.875797	1.561419	13.19932
MAP1LC3B	13.69737	7.584451	8.027273	10.51812	12.68088	22.49799	22.14165	23.37736	9.432307	8.633481	10.11017	7.859413	11.77412	13.5481	10.3944	10.7686	24.63079	8.495672	11.52504	33.52451	17.46331	18.44517	10.76418	8.340444	29.09079	11.97637	15.12228	12.10541	7.644213	12.87118	13.08038	12.56593	12.15224	9.999151	11.36921	7.01322	16.69535	11.01191	11.17616	16.16513	9.575855	7.337206	13.03801	28.87614	18.33453	12.62498	12.293	12.5143	15.05987	11.09837	17.88041	11.5404	8.487687	13.19847	8.278819	10.14052	14.64434	14.73017	14.01166	6.235494	19.19519	11.95807	16.2127	17.11166	13.56613	14.08176	13.78556	6.089445	11.46426	12.60989	14.85153	18.2904	18.56343	17.50719	11.89567	15.73062	16.35309	20.01317	17.27236	15.49438	15.56892	13.99439	28.60271	23.00823	6.631228	15.23214	11.49711	17.21468	17.24354	8.573885	17.18544	20.13507	12.81479	16.68292	13.52162	16.33157	13.73624	12.73981	11.467	12.5965	14.14013	13.79136	12.99234	11.55708	18.36334	24.69853	12.97916	14.322	13.6517	17.59598	18.79492	7.742575	18.14697	17.29796	9.947463	32.83187	12.31179	14.30726	14.264	18.34135	7.905776	15.38218	17.35284	14.34911	7.702639	18.94789	10.01821	12.64789	17.46455	18.28671	13.78447	13.27197	13.84171	11.79018	13.9984	14.99902	16.69971	13.96197	9.257004	15.56298	12.14816	19.86694	14.70124	16.69403	11.97734	9.636903	11.55522	12.17832	14.29502	14.37939	23.98703	17.77829	11.7688	13.05114	11.98215	11.24645	17.64279	28.58768	21.9174	18.29153	9.863176	18.63089
MAP1LC3C	0.34149	0.2097018	0.1665643	0.9374475	0.3866251	1.043361	5.411405	0.7332544	0.4680497	0.09182334	0.09255485	0.2618789	0.6918143	0.7963839	0.3223032	0.07506828	0	0.06734991	0	0.06830302	0.2454651	0.03079852	0.01327412	0	0.04595087	0.1324534	0.03084563	0.02774046	0.8221027	0.118192	0.1327958	0.1456746	0.2265905	0.02824092	0.04597036	0.03977778	1.74474	0.1065121	0.1385086	0.1325931	0	0.0532511	0.1053412	0.1536887	0.1239949	0.04072359	0.4521936	0.02779878	0.3468047	0.03934251	0.3362807	0.01638964	0.07850104	0.01610373	0.1298418	0.04996074	0.2772171	0.1679826	0.08425599	0	0.07383272	0.03798631	0.4788099	0.2893578	0.1874494	0.5281651	0.0799254	0.05071161	0.08368133	0.2808104	0.08067251	0.4869097	0	1.661994	0.5787917	0.2649763	0.03475456	0.05463569	0.01769727	0.1343407	0.5056757	0.03742042	0.1763124	0.773893	0.06836437	0.08332737	0.05848206	0.05070685	0.3999573	0.06361664	0.3182829	0.2124794	0.1398356	0.5741577	0.1187598	0.03496506	0.06430481	0.1766254	0.09405708	0.07559451	0.8606349	0	0.3926847	0.2563676	0.1973504	0.136316	0.03165508	0.06914746	0.01644248	0.04361324	0.07465691	0.08317945	0.3164051	0.05211329	0.05148312	0.4740661	0.5232359	0.2285129	0.04548817	0.1957026	0.02565766	0.1759704	0.1075561	0.6113568	0.1070669	0.1037385	0.1567389	1.227151	0.09548807	0.131753	0.1474891	0.3919244	0.04953619	0	0.3155102	0.09299233	0.1251587	0.2741784	0.09507128	0.1251421	0.1628676	0.2191122	0.02359191	0.7916635	0.422613	0.03176908	0.1132409	0.5590164	0.2026596	0.06716412	0.5450167	0.1937049	0.05418217	0.1254268	0.1787105	0.7145644	0.250233	0.160926	0.1965804	0.3121661	0.03995874	0.2588966
MAP2K7	6.269326	4.87614	6.954859	7.110324	7.22633	5.443296	7.011825	6.228197	6.810146	4.466925	5.580105	6.323177	8.030229	6.533418	5.849568	4.987546	7.692089	7.175515	7.614087	6.756877	6.082341	7.977715	4.391374	8.515144	6.79496	6.033742	9.82884	10.77042	5.232499	9.781921	8.568987	5.321244	9.755361	9.021566	7.171001	9.175006	8.747576	8.644844	8.880403	6.865288	7.497191	8.779777	4.539003	2.265149	6.60882	6.984059	6.599012	9.988368	13.62427	6.72461	8.234236	7.752788	6.961372	11.0582	6.550568	8.673436	4.289333	8.911767	8.1492	10.8294	10.54028	6.196088	9.814808	5.835149	7.529605	6.660894	7.851011	4.17083	12.05392	5.821032	5.516808	5.254099	8.052484	7.494379	6.210491	8.48036	6.463396	10.73185	7.749279	7.433603	9.394838	4.226798	3.941193	8.925983	10.28734	7.647801	3.766426	7.880732	8.265843	8.558623	8.939108	6.921899	5.740578	6.815123	6.526844	7.016642	6.29586	7.24888	8.760065	10.53476	7.1011	4.701868	8.739524	8.726097	6.985954	10.61904	12.0394	13.64588	8.242411	8.641906	7.364854	7.773724	6.212586	8.185119	6.082348	10.03341	7.619076	7.33847	7.550373	4.496025	5.865057	8.765926	9.572534	11.23073	8.655177	4.368183	8.444067	7.256046	6.62016	8.475212	6.573455	5.174071	11.71889	8.779503	5.974798	5.148684	12.02622	6.497821	7.253788	13.02847	5.728175	9.388095	7.647549	6.463054	8.32442	7.16353	8.598185	5.512486	7.619167	8.584292	6.786427	9.32909	12.3398	6.413451	10.92616	6.20598	7.229108	6.627009	5.33258	8.882275	12.03501	12.71249
MAPK1	10.89365	9.847295	16.2604	11.25407	3.423745	7.463874	7.768251	6.793977	12.98576	7.60924	12.53344	12.24947	10.19451	10.12803	11.2706	14.44457	16.02082	8.553462	12.14261	19.36879	18.51948	13.98382	10.56474	12.41214	13.184	15.24423	11.8798	59.64162	15.85046	11.9572	10.47839	14.20921	13.74747	11.21183	34.4671	6.134319	11.16581	15.95452	15.79313	10.17897	11.67652	13.62946	19.998	16.21736	23.7393	7.621985	12.61674	17.05372	18.67122	7.769619	11.54623	8.233678	11.001	8.983339	5.591422	12.49558	16.24045	16.65318	16.40515	17.07073	14.41468	9.961455	28.91924	9.204458	11.79181	14.43744	16.7152	8.562073	10.23491	14.96883	11.32213	14.30479	7.916199	9.789179	14.87637	11.86346	10.88784	22.89418	12.90225	11.64436	15.49933	6.257205	9.008169	8.377453	1.831979	13.4585	11.75878	8.123756	9.049634	12.68018	20.0401	20.49129	13.39396	18.04905	14.01485	11.07774	11.5416	15.15822	14.94435	11.94943	17.20488	8.968391	14.77093	10.10445	17.12917	13.68415	25.9102	4.426926	19.58589	9.010939	19.82387	9.137964	21.5456	5.395794	15.94735	11.11572	8.966018	8.718958	8.115329	14.40108	4.618929	24.31769	12.09408	16.01494	20.43538	13.69249	9.521488	14.98746	17.97812	11.79908	10.06685	25.50901	15.09506	10.03376	13.05899	11.84723	16.83481	19.60567	9.664115	5.254201	18.25426	14.88846	15.67706	10.34926	13.92284	6.803976	15.61355	14.52951	13.57868	29.5534	9.379976	14.47428	11.92809	14.40283	10.49564	13.16004	13.31981	12.42117	10.76427	12.83501	17.02737	7.34445
MAPK3	29.92056	25.81652	20.36401	15.76295	43.65639	14.64921	12.54754	18.17614	33.11853	11.51467	34.00455	22.07029	15.5956	19.2587	28.97703	19.15365	16.47441	13.17572	17.92741	9.347472	11.76013	21.43154	13.80413	22.9914	26.40446	12.28316	23.60413	18.37859	8.228329	11.12788	22.63131	17.47686	9.942338	12.79642	27.95093	17.30633	13.43709	17.36768	13.58217	23.87825	22.25798	15.13669	25.58442	7.594402	12.38042	16.16973	16.35711	18.69037	17.40268	14.46164	13.61419	18.39574	23.54985	11.94267	12.46524	14.72718	17.10692	19.11997	16.04198	15.64199	13.80531	17.20201	16.54746	16.66551	14.62794	17.32873	19.31885	16.38211	11.33342	27.81466	23.50736	16.69394	20.06813	17.98035	24.67889	9.652745	26.07661	14.57392	17.10399	20.67501	18.0686	21.67947	13.63781	16.14323	20.66968	18.34383	9.985465	14.63674	21.01324	19.28956	15.10378	10.01112	8.223218	17.86921	15.08275	20.65309	21.27914	14.16438	8.260135	16.04403	14.58275	13.97396	11.89164	16.13133	32.5467	18.47373	21.05878	14.78042	13.57644	19.82509	10.10638	13.13588	10.30199	18.85376	13.37225	16.63933	11.10018	31.27161	11.68689	25.51314	17.77568	29.53097	18.29527	16.15022	18.47938	28.31174	16.08764	25.65804	18.28306	16.19821	18.99645	13.35219	13.44106	22.62186	21.05006	16.62685	14.25346	19.81357	15.43313	17.42978	17.49133	20.20018	12.18334	19.47877	16.39701	12.79847	24.24805	14.17185	13.03466	13.50901	13.45458	18.40909	17.3447	22.62233	16.43713	33.35688	20.60378	9.64293	12.70986	15.48732	15.09687	22.24154
MAPK8	1.858013	2.06302	2.491912	2.950744	1.437355	2.159474	1.521057	1.697689	1.899209	1.835878	2.648851	2.071857	2.46277	1.91104	2.433922	2.600458	3.23648	2.649728	1.887267	4.084919	3.099278	2.463092	1.996081	1.667333	2.211139	2.06492	1.537291	2.313872	8.876069	3.485682	1.913358	2.76816	2.711028	4.910568	1.657177	4.440987	2.280324	7.504939	3.22786	2.408901	3.388378	4.643304	3.613518	3.977809	4.866337	1.854625	2.026066	2.491064	7.293956	1.842438	2.679751	1.476732	1.732612	2.393904	1.240025	3.082799	3.564596	2.495089	6.667642	7.466137	5.044619	1.701987	3.056348	3.366496	2.040827	2.194135	2.414951	4.080528	2.730359	2.195516	2.404751	2.977642	2.265873	2.74711	2.706135	2.502073	1.200954	2.102569	5.350656	2.278098	3.414059	2.045644	4.086214	2.077015	1.20845	2.758362	3.984299	2.751219	4.207973	1.486873	2.664612	3.662017	3.460809	2.787174	2.416753	0.557974	1.698458	2.863507	3.12663	1.961695	3.679646	1.147086	2.935906	2.674967	1.980441	1.918758	6.17647	1.498157	1.941685	2.261941	3.693272	4.278252	4.337139	1.213321	3.028749	2.745283	4.821305	2.552633	2.13862	1.417376	0.9196789	2.399523	2.487439	6.052797	2.441297	2.414067	2.191476	2.378104	2.703773	2.795947	2.603485	2.740572	2.975019	2.425712	2.513774	2.347725	2.173971	2.106191	2.474124	1.497767	3.25699	2.477507	3.350679	1.808242	2.936718	3.219275	1.909042	5.355124	3.58965	3.028544	3.069895	2.403748	2.913177	3.13432	3.452407	2.060461	3.849883	2.540079	4.976569	2.894264	2.169282	2.606012
MAPK8IP1	1.004589	0.6681067	0.59801	2.103923	1.33443	0.7274324	3.890044	1.23886	1.379484	12.46929	0.4289138	0.9158799	0.4733825	4.223196	17.25193	0.6240067	0.7281485	1.928743	0.1196242	2.08644	2.32837	0.2601762	0.5203092	0.2273903	2.178975	2.666238	0.1424472	0.3890088	0.2841081	2.556029	0.2916724	2.192133	1.153603	4.518523	0.6058152	4.267583	1.636897	5.300994	1.573303	0.6776634	0.5368197	0.7857354	0.917575	1.222412	4.249735	0.4197044	0.8902235	3.001195	1.149557	0.9305888	0.8522379	0.6091999	0.3872808	0.6910791	0.3246713	0.7371851	0.3325417	2.174443	3.321584	3.863826	5.034632	0.6546286	1.666472	1.307303	0.4921072	0.6950971	0.2623574	1.276619	0.6107732	0.5255331	1.249409	1.181627	0.8718312	0.8750515	1.45533	2.121349	0.5167282	2.944657	1.465109	1.485056	1.448694	0.7376037	1.59667	1.485819	0.5659702	0.9948783	0.8563325	4.609105	0.6250619	2.433407	0.9679511	0.922609	1.381197	1.769626	0.410216	0.3662635	0.5396052	2.110221	2.714233	0.7816446	3.062837	1.946604	0.8168793	1.112492	0.43346	1.247517	1.032211	1.133224	0.755621	0.5821208	2.058533	0.9106652	1.168944	0.921562	0.4523097	1.858209	0.8802646	1.803549	1.460225	0.6392505	0.3381266	2.46766	1.511911	1.795674	1.596386	0.2053164	0.3760389	1.339159	0.3979489	0.5731989	0.4983765	1.201367	0.7783469	1.184323	1.304743	2.084379	3.050314	1.019116	0.8780912	2.445565	0.3252019	4.512304	1.275501	1.103474	1.272819	0.4562378	0.6058613	1.017131	1.333349	0.8472894	1.247061	3.320319	1.501302	3.239244	2.808023	0.994233	1.416306	4.549634	0.9555122	2.336144	2.03548	2.292056
MAPK9	2.852944	2.669069	3.352768	3.503413	1.129992	4.028647	4.146856	3.645556	2.345902	3.64814	2.551528	2.651232	2.871852	3.741838	3.307236	3.959441	4.59628	4.255962	2.567792	5.119024	3.001605	1.880154	3.248385	2.318752	2.553452	2.065487	2.621993	3.526077	4.843583	4.270651	2.388211	6.851604	3.048665	4.063097	3.365595	4.853995	3.747018	3.65531	2.729674	3.213695	4.338011	4.467967	3.210357	3.815306	3.040661	3.109577	2.718332	3.559175	3.810299	3.679204	2.149061	2.494311	2.723031	2.622971	2.323947	4.504032	3.671887	3.307126	5.807134	5.403953	3.950795	2.719226	3.208965	5.441837	3.892117	3.559096	1.969764	4.081418	5.259807	2.942398	2.988603	4.40144	1.619445	2.346772	3.085076	2.978264	1.564293	3.475965	5.248815	3.961853	4.974014	7.902791	4.184315	4.027909	0.9700411	4.564442	2.670857	3.694517	3.842795	4.173294	2.442952	4.180236	3.690052	3.350614	3.171677	1.451466	3.103707	3.968268	3.75675	1.658338	4.229714	1.812015	3.488925	3.631438	2.980431	2.806876	3.043862	1.309725	2.784492	4.33764	3.630292	3.730709	5.00325	1.845759	4.845139	4.793133	4.085041	2.940811	4.860346	2.927563	1.378362	2.374952	4.358384	3.786458	2.418359	5.741192	3.949431	2.825282	2.071222	3.102032	2.147273	3.587942	2.929223	3.165164	3.206683	3.148374	2.750598	2.824702	2.541823	3.047555	3.615478	2.398864	6.888112	3.634908	3.281442	4.0717	2.999372	4.154743	3.878708	3.664288	3.23929	2.968183	2.052533	4.938268	4.231202	2.232186	2.568011	4.290714	4.121629	3.814991	1.940937	1.674458
MBTPS2	1.376421	1.132458	1.794671	1.847053	0.4643844	1.355255	2.370871	1.081455	1.602696	1.960491	1.19048	1.539556	1.124406	1.54769	1.583728	2.242371	2.320933	2.871474	2.212014	5.82241	2.788153	1.988	2.265535	1.12784	0.7219955	2.318748	1.104092	1.131296	3.859312	1.459314	1.336318	2.31975	1.228091	4.849877	1.290404	1.04284	2.459644	2.423698	1.278125	0.8602585	3.462012	3.638231	1.49708	3.800662	4.627483	1.172782	2.116406	2.648308	2.309094	1.341378	1.717962	1.666643	1.32421	3.471305	0.6945569	2.244746	2.598754	2.862391	3.030743	2.603199	3.134183	1.636318	2.627844	2.811046	2.436146	2.27098	0.9343018	1.149873	2.189412	2.239461	2.892941	1.732886	4.415655	1.612069	1.904636	2.612468	0.931856	2.651321	1.246608	1.867708	2.107632	1.180879	1.797569	1.662794	0.6698437	2.502687	1.855847	1.889979	1.173886	1.047859	3.194437	1.610662	2.577893	3.996949	1.525293	0.2847222	1.072818	2.595901	3.524438	1.327229	2.819764	3.253034	1.73531	1.37209	1.178056	1.671058	1.131668	0.4944039	2.28596	1.042335	1.577665	1.004437	2.586278	0.8142213	2.404605	2.291098	2.610539	1.674928	1.737626	2.307936	0.3720002	3.428949	1.07094	2.808277	1.750791	1.320593	1.506695	2.543804	1.512984	1.894969	1.201011	2.285174	0.9969609	1.552709	2.249928	1.379041	1.926486	1.906874	1.276996	1.521653	1.184107	2.211363	3.579808	1.270967	2.226117	3.241076	1.236998	2.229076	3.687254	2.338864	1.476273	1.879295	1.793529	1.772249	1.963993	1.641823	2.415925	3.979228	2.064275	2.111634	2.096491	1.380333
